"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"RESPIRI LIMITED","RSH","Health Care Equipment & Services","0.0350","0.0350","0.0350","-0.0010","125000"
"RETAIL FOOD GROUP LIMITED","RFG","Consumer Services","4.2800","4.3000","4.2700","0.0098","50214"
"RETECH TECHNOLOGY CO., LIMITED","RTE","Consumer Services",,"","","",""
"REVA MEDICAL, INC","RVA","Health Care Equipment & Services","0.7450","0.7450","0.7450","0.0712","626"
"REVERSE CORP LIMITED","REF","Telecommunication Services","0.0790","0.0790","0.0750","0.0000","182191"
"REWARD MINERALS LTD","RWD","Materials","0.2550","0.2550","0.2550","0.0159","5038"
"REWARDLE HOLDINGS LIMITED","RXH","Software & Services","0.0140","0.0140","0.0140","0.0000","48359"
"REX MINERALS LIMITED","RXM","Materials","0.0650","0.0650","0.0640","0.0000","266755"
"REY RESOURCES LIMITED","REY","Energy","0.3000","0.3000","0.3000","0.0051","18885"
"RHINOMED LIMITED","RNO","Pharmaceuticals, Biotechnology & Life Sciences","0.1650","0.1650","0.1600","0.0052","104918"
"RHIPE LIMITED","RHP","Software & Services","0.6400","0.6500","0.6350","-0.0099","69140"
"RHS LIMITED","RHS","Pharmaceuticals, Biotechnology & Life Sciences","0.1400","0.1400","0.1400","0.0108","6667"
"RIDLEY CORPORATION LIMITED","RIC","Food, Beverage & Tobacco","1.3470","1.3500","1.3400","0.0070","83254"
"RIEDEL RESOURCES LIMITED","RIE","Materials","0.0420","0.0420","0.0420","0.0000","58333"
"RIFT VALLEY RESOURCES LIMITED.","RVY","Materials","0.0290","0.0290","0.0290","0.0000","266293"
"RIGHTCROWD LIMITED","RCW","Class Pend",,"","","",""
"RIMFIRE PACIFIC MINING NL","RIM","Materials","0.0200","0.0200","0.0200","0.0000","23809"
"RIO TINTO LIMITED","RIO","Materials","66.4900","66.5050","66.3100","-0.0199","237787"
"RISION LIMITED","RNL","Software & Services","0.0080","0.0080","0.0080","0.0000","300000"
"RIVA RESOURCES LIMITED","RIR","Materials","0.0050","0.0050","0.0050","-0.0008","475000"
"RIVERSGOLD LIMITED","RGL","Class Pend",,"","","",""
"RMA ENERGY LIMITED","RMT","Materials",,"0.0040","0.0040","0.0000","376000"
"RMG LIMITED","RMG","Materials","0.0150","0.0150","0.0150","0.0038","93106"
"RNY PROPERTY TRUST","RNY","Real Estate","0.0150","0.0150","0.0150","0.0000","125000"
"ROBO 3D LIMITED","RBO","Capital Goods","0.0500","0.0500","0.0500","0.0000","10000"
"ROTO-GRO INTERNATIONAL LIMITED","RGI","Capital Goods","0.2900","0.2900","0.2900","0.0104","22683"
"ROX RESOURCES LIMITED","RXL","Materials","0.0140","0.0140","0.0140","0.0000","1509000"
"ROYAL WOLF HOLDINGS LIMITED","RWH","Commercial & Professional Services","1.8000","1.8000","1.8000","0.0151","500"
"ROYALCO RESOURCES LIMITED","RCO","Materials",,"0.2150","0.2150","","1800"
"RPMGLOBAL HOLDINGS LIMITED","RUL","Software & Services","0.6900","0.6900","0.6850","0.0000","25052"
"RTG MINING INC.","RTG","Materials",,"","","",""
"RUBICOR GROUP LIMITED","RUB","Commercial & Professional Services","0.0400","0.0400","0.0400","0.0000","28052"
"RUMBLE RESOURCES LIMITED","RTR","Materials","0.0720","0.0720","0.0720","0.0021","103587"
"RURAL FUNDS GROUP","RFF","Real Estate","2.1600","2.1600","2.1400","0.0000","34363"
"RURALCO HOLDINGS LIMITED","RHL","Retailing","2.7450","2.7900","2.7400","-0.0049","3748"
"RXP SERVICES LIMITED","RXP","Software & Services","0.8350","0.8350","0.8350","-0.0050","1385"
"RYDER CAPITAL LIMITED","RYD","Not Applic",,"1.2000","1.2000","0.0203","12000"
"S2 RESOURCES LTD","S2R","Materials","0.1600","0.1600","0.1600","0.0000","9"
"SABRE RESOURCES LIMITED","SBR","Materials","0.0120","0.0120","0.0120","0.0024","196177"
"SACGASCO LIMITED","SGC","Energy","0.1800","0.1850","0.1800","0.0000","542283"
"SAFEROADS HOLDINGS LIMITED","SRH","Capital Goods","0.1300","0.1300","0.1300","-0.0048","30000"
"SAGALIO ENERGY LIMITED","SAN","Materials","0.0110","0.0110","0.0110","","39000"
"SALMAT LIMITED","SLM","Commercial & Professional Services","0.4650","0.4700","0.4650","-0.0146","18406"
"SALT LAKE POTASH LIMITED","SO4","Materials","0.4600","0.4600","0.4600","0.0000","1100"
"SAMSON OIL & GAS LIMITED","SSN","Energy","0.0020","0.0020","0.0020","0.0000","1530143"
"SANDFIRE RESOURCES NL","SFR","Materials","5.7900","5.7900","5.7600","0.0052","172760"
"SANDON CAPITAL INVESTMENTS LIMITED","SNC","Not Applic",,"","","",""
"SANTANA MINERALS LIMITED","SMI","Materials","0.0320","0.0320","0.0320","0.0021","6679"
"SANTOS LIMITED","STO","Energy","4.0350","4.0500","4.0000","0.0000","1655312"
"SARACEN MINERAL HOLDINGS LIMITED","SAR","Materials","1.3250","1.3270","1.3120","-0.0020","397739"
"SAUNDERS INTERNATIONAL LIMITED","SND","Capital Goods","0.6100","0.6100","0.6100","0.0051","15000"
"SAYONA MINING LIMITED","SYA","Materials","0.0120","0.0120","0.0120","0.0000","2468159"
"SCENTRE GROUP","SCG","Real Estate","3.9250","3.9300","3.9000","0.0251","1583771"
"SCENTRE GROUP TRUST 1","SCW","Real Estate",,"","","",""
"SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2","SCA","Not Applic",,"","","",""
"SCHAFFER CORPORATION LIMITED","SFC","Automobiles & Components","7.5900","7.5900","7.5900","0.1222","43"
"SCIDEV LTD","SDV","Materials","0.0140","0.0140","0.0140","0.0000","50000"
"SCIGEN LIMITED","SIE","Pharmaceuticals, Biotechnology & Life Sciences","0.0500","0.0500","0.0500","-0.0046","40000"
"SCOTTISH PACIFIC GROUP LIMITED","SCO","Diversified Financials","2.9000","2.9100","2.8600","0.0000","2339"
"SCOUT SECURITY LIMITED","SCT","Class Pend",,"","","",""
"SDI LIMITED","SDI","Health Care Equipment & Services","0.5800","0.5800","0.5750","0.0000","31832"
"SEAFARMS GROUP LIMITED","SFG","Food, Beverage & Tobacco","0.0750","0.0750","0.0750","0.0000","8616"
"SEALINK TRAVEL GROUP LIMITED","SLK","Consumer Services","4.2900","4.2900","4.2800","0.0000","964"
"SEARCH PARTY GROUP LTD","SP1","Software & Services","0.0050","0.0050","0.0050","0.0013","143612"
"SECOS GROUP LTD","SES","Materials","0.0730","0.0730","0.0720","0.0000","4000"
"SECURE2GO GROUP LIMITED","S2G","Class Pend",,"","","",""
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2011-1","SAC","Not Applic",,"","","",""
"SEEK LIMITED","SEK","Commercial & Professional Services","16.6300","16.6350","16.5600","0.0549","189585"
"SEGUE RESOURCES LIMITED","SEG","Materials","0.0470","0.0470","0.0460","-0.0019","1083403"
"SELECT HARVESTS LIMITED","SHV","Food, Beverage & Tobacco","3.8200","3.9000","3.8000","-0.0592","36645"
"SENETAS CORPORATION LIMITED","SEN","Technology Hardware & Equipment","0.0900","0.0900","0.0900","0.0000","163764"
"SENEX ENERGY LIMITED","SXY","Energy","0.3250","0.3250","0.3250","0.0000","188666"
"SENSERA LIMITED","SE1","Semiconductors & Semiconductor Equipment","0.2900","0.2900","0.2850","0.0000","92634"
"SEQUOIA FINANCIAL GROUP LTD","SEQ","Diversified Financials","0.3100","0.3100","0.3100","0.0000","15000"
"SERIES 2007-2 REDS TRUST","REQ","Not Applic",,"","","",""
"SERIES 2009-1 WST TRUST","WSC","Not Applic",,"","","",""
"SERIES 2010-1 REDS TRUST","REK","Not Applic",,"","","",""
"SERIES 2010-2 REDS TRUST","RDA","Not Applic",,"","","",""
"SERIES 2011-1 WST TRUST","WSH","Not Applic",,"","","",""
"SERIES 2011-2 WST TRUST","WSJ","Not Applic",,"","","",""
"SERIES 2011-3 WST TRUST","WSN","Not Applic",,"","","",""
"SERIES 2012-1 WST TRUST","WSO","Not Applic",,"","","",""
"SERIES 2012-1E REDS TRUST","RFB","Not Applic",,"","","",""
"SERIES 2013-1 HARVEY TRUST","HTB","Not Applic",,"","","",""
"SERIES 2013-1 WST TRUST","WSQ","Not Applic",,"","","",""
"SERIES 2013-2 WST TRUST","WSD","Not Applic",,"","","",""
"SERIES 2014-1 WST TRUST","WSZ","Not Applic",,"","","",""
"SERIES 2014-2 WST TRUST","WEK","Not Applic",,"","","",""
"SERIES 2015-1 WST TRUST","WEJ","Not Applic",,"","","",""
"SERIES 2017-1 REDS TRUST","RFC","Not Applic",,"","","",""
"SERVCORP LIMITED","SRV","Real Estate","5.6100","5.6400","5.5600","0.0202","11646"
"SERVICE STREAM LIMITED","SSM","Capital Goods","1.4700","1.4720","1.4400","0.0000","111988"
"SERVTECH GLOBAL HOLDINGS LTD","SVT","Software & Services","0.0890","0.0890","0.0890","0.0010","112000"
"SEVEN GROUP HOLDINGS LIMITED","SVW","Capital Goods","11.9300","12.0400","11.9300","0.0501","177124"
"SEVEN WEST MEDIA LIMITED","SWM","Media","0.6720","0.6720","0.6650","0.0101","272043"
"SEYMOUR WHYTE LIMITED","SWL","Capital Goods","1.3500","1.3600","1.3400","0.0151","25986"
"SG FLEET GROUP LIMITED","SGF","Commercial & Professional Services","3.9600","3.9900","3.9400","-0.0051","46098"
"SHAREROOT LTD","SRO","Software & Services","0.0080","0.0080","0.0070","0.0011","288238"
"SHARK MITIGATION SYSTEMS LIMITED","SM8","Technology Hardware & Equipment","0.0360","0.0360","0.0360","-0.0010","36000"
"SHAVER SHOP GROUP LIMITED","SSG","Retailing","0.4300","0.4300","0.4250","0.0030","276486"
"SHAW RIVER MANGANESE LIMITED","SRR","Materials",,"","","",""
"SHEFFIELD RESOURCES LIMITED","SFX","Materials","0.6270","0.6450","0.6270","-0.0127","17228"
"SHENHUA INTERNATIONAL LIMITED","SHU","Consumer Durables & Apparel",,"0.1400","0.1400","0.0000","10000"
"SHINE CORPORATE LTD","SHJ","Consumer Services","0.6150","0.6150","0.6000","0.0154","2585"
"SHINHAN BANK.","SHZ","Not Applic",,"","","",""
"SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","SCP","Real Estate","2.2800","2.2900","2.2750","0.0150","302851"
"SHREE MINERALS LIMITED","SHH","Materials","0.0120","0.0120","0.0120","0.0011","25000"
"SHRIRO HOLDINGS LIMITED","SHM","Consumer Durables & Apparel","1.2900","1.2900","1.2900","0.0000","21395"
"SIBURAN RESOURCES LIMITED","SBU","Materials","0.0040","0.0040","0.0030","0.0000","500000"
"SIENNA CANCER DIAGNOSTICS LIMITED","SDX","Pharmaceuticals, Biotechnology & Life Sciences","0.1400","0.1400","0.1400","0.0052","5200"
"SIETEL LIMITED","SSL","Real Estate",,"5.3000","5.3000","","250"
"SIGMA HEALTHCARE LIMITED","SIG","Health Care Equipment & Services","0.8270","0.8350","0.8250","0.0050","635170"
"SIHAYO GOLD LIMITED","SIH","Materials","0.0160","0.0160","0.0160","0.0023","83712"
"SILEX SYSTEMS LIMITED","SLX","Semiconductors & Semiconductor Equipment","0.3200","0.3250","0.3200","0.0103","3000"
"SILVER CHEF LIMITED","SIV","Capital Goods","7.1600","7.2000","7.1600","0.0301","6604"
"SILVER CITY MINERALS LIMITED","SCI","Materials","0.0240","0.0250","0.0240","0.0000","706991"
"SILVER HERITAGE GROUP LIMITED","SVH","Consumer Services","0.1000","0.1000","0.1000","-0.0130","105552"
"SILVER LAKE RESOURCES LIMITED","SLR","Materials","0.4020","0.4070","0.4000","-0.0049","193786"
"SILVER MINES LIMITED","SVL","Materials","0.0980","0.0980","0.0980","-0.0010","13323"
"SIMAVITA LIMITED","SVA","Health Care Equipment & Services","0.0230","0.0270","0.0230","-0.0027","85635"
"SIMONDS GROUP LIMITED","SIO","Consumer Durables & Apparel","0.3400","0.3400","0.3400","0.0000","35000"
"SIMS METAL MANAGEMENT LIMITED","SGM","Materials","13.4500","13.5000","13.4200","0.0000","182962"
"SINO GAS & ENERGY HOLDINGS LIMITED","SEH","Energy","0.0920","0.0920","0.0920","0.0010","26899"
"SINOVUS MINING LIMITED","SNV","Materials",,"","","",""
"SIPA RESOURCES LIMITED","SRI","Materials","0.0120","0.0120","0.0120","0.0000","13438"
"SIRTEX MEDICAL LIMITED","SRX","Pharmaceuticals, Biotechnology & Life Sciences","13.4900","13.5050","13.3300","0.0904","68228"
"SITE GROUP INTERNATIONAL LIMITED","SIT","Consumer Services","0.0390","0.0390","0.0390","0.0000","121905"
"SIV ASSET MANAGEMENT LIMITED","SAM","Diversified Financials","0.0730","0.0730","0.0730","0.0010","10000"
"SKIN ELEMENTS LIMITED","SKN","Household & Personal Products","0.1600","0.1600","0.1600","0.0107","7100"
"SKY AND SPACE GLOBAL LTD","SAS","Telecommunication Services","0.1800","0.1800","0.1800","-0.0049","101316"
"SKY NETWORK TELEVISION LIMITED.","SKT","Media","2.4750","2.4800","2.4650","0.0000","59766"
"SKYCITY ENTERTAINMENT GROUP LIMITED","SKC","Consumer Services","3.4550","3.4600","3.4300","0.0152","101919"
"SKYDIVE THE BEACH GROUP LIMITED","SKB","Consumer Services","0.7250","0.7270","0.7200","-0.0049","25590"
"SKYFII LTD","SKF","Software & Services","0.0560","0.0560","0.0550","-0.0010","200"
"SKYLAND PETROLEUM  GROUP LIMITED","SKP","Energy",,"","","",""
"SLATER & GORDON LIMITED","SGH","Consumer Services","0.0740","0.0740","0.0730","0.0010","10335"
"SMART ABS SERIES 2014-2E TRUST","SAB","Not Applic",,"","","",""
"SMART ABS SERIES 2014-4 TRUST","SSE","Not Applic",,"","","",""
"SMART ABS SERIES 2015-2 TRUST","SMT","Not Applic",,"","","",""
"SMART ABS SERIES 2015-4E TRUST","SXB","Not Applic",,"","","",""
"SMART ABS SERIES 2016-1 TRUST","SS6","Not Applic",,"","","",""
"SMART ABS SERIES 2016-3 TRUST","SAZ","Not Applic",,"","","",""
"SMART ABS SERIES 2017-1 TRUST","SSF","Not Applic",,"","","",""
"SMART PARKING LIMITED","SPZ","Technology Hardware & Equipment","0.2400","0.2450","0.2400","-0.0096","6536"
"SMARTGROUP CORPORATION LTD","SIQ","Commercial & Professional Services","9.2100","9.2200","9.1300","0.0101","33183"
"SMARTPAY HOLDINGS LIMITED","SMP","Telecommunication Services",,"","","",""
"SMARTTRANS HOLDINGS LTD","SMA","Software & Services","0.0050","0.0050","0.0050","0.0000","500000"
"SML CORPORATION LIMITED","SOP","Materials","0.0380","0.0380","0.0380","0.0000","169919"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.","SMX","Software & Services",,"1.7950","1.7900","0.0000","473812"
"SOMNOMED LIMITED","SOM","Health Care Equipment & Services","3.8500","3.8500","3.8500","0.0000","86"
"SONIC HEALTHCARE LIMITED","SHL","Health Care Equipment & Services","21.0000","21.0150","20.8900","0.0399","123836"
"SOON MINING LIMITED","SMG","Materials","0.2000","0.2000","0.2000","0.0000","1000"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED","SAY","Materials",,"","","",""
"SOUTH EAST ASIA RESOURCES LIMITED","SXI","Materials",,"","","",""
"SOUTH PACIFIC RESOURCES LIMITED","SPB","Energy",,"","","",""
"SOUTH32 LIMITED","S32","Materials","3.2950","3.3000","3.2700","0.0201","2550777"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","SXE","Capital Goods","0.7800","0.8350","0.7800","0.0000","353650"
"SOUTHERN CROSS EXPLORATION N.L.","SXX","Materials","0.0070","0.0090","0.0070","-0.0009","551429"
"SOUTHERN CROSS MEDIA GROUP LIMITED","SXL","Media","1.1820","1.1850","1.1750","0.0020","539614"
"SOUTHERN GOLD LIMITED","SAU","Materials","0.2950","0.2950","0.2950","0.0000","15000"
"SOUTHERN HEMISPHERE MINING LIMITED","SUH","Materials",,"","","",""
"SOVEREIGN METALS LIMITED","SVM","Materials","0.1050","0.1050","0.1050","-0.0048","15594"
"SPARK INFRASTRUCTURE GROUP","SKI","Utilities","2.5150","2.5400","2.5100","0.0000","768780"
"SPARK NEW ZEALAND LIMITED","SPK","Telecommunication Services","3.3500","3.3500","3.3400","-0.0101","144339"
"SPDR S&P/ASX 200 FUND","STW","Not Applic","53.1200","53.1200","53.0500","0.0425","4721"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND","SLF","Not Applic","12.2800","12.2800","12.2500","0.0602","7378"
"SPDR S&P/ASX 50 FUND","SFY","Not Applic","52.7400","52.7400","52.6800","0.0316","2707"
"SPECIALTY FASHION GROUP LIMITED","SFH","Retailing","0.3000","0.3000","0.3000","0.0000","690"
"SPECTRUM RARE EARTHS LIMITED","SPX","Materials",,"0.0070","0.0070","0.0000","16000"
"SPECTUR LIMITED","SP3","Technology Hardware & Equipment","0.2850","0.2850","0.2850","0.0274","6000"
"SPEEDCAST INTERNATIONAL LIMITED","SDA","Telecommunication Services","3.9500","4.0000","3.9500","0.0608","205607"
"SPICERS LIMITED","SRS","Capital Goods","0.0320","0.0330","0.0320","-0.0010","122347"
"SPIRIT TELECOM LIMITED","ST1","Telecommunication Services","0.1250","0.1250","0.1250","0.0000","325557"
"SPITFIRE MATERIALS LTD","SPI","Materials","0.1000","0.1000","0.1000","0.0000","12000"
"SPOOKFISH LIMITED","SFI","Software & Services",,"","","",""
"SPORTSHERO LIMITED","SHO","Software & Services","0.0530","0.0530","0.0520","0.0000","66571"
"SPOTLESS GROUP HOLDINGS LIMITED","SPO","Commercial & Professional Services","1.0920","1.1150","1.0750","-0.0029","113493"
"SPRING FG LIMITED","SFL","Diversified Financials","0.2000","0.2000","0.2000","0.0000","4000"
"SPRINTEX LIMITED","SIX","Automobiles & Components","0.1600","0.1600","0.1600","-0.0048","9000"
"SRG LIMITED.","SRG","Capital Goods","1.4300","1.4350","1.4300","-0.0050","681"
"ST BARBARA LIMITED","SBM","Materials","2.6550","2.6600","2.6300","-0.0149","332553"
"ST GEORGE MINING LIMITED","SGQ","Materials","0.1100","0.1100","0.1100","0.0000","59851"
"STANMORE COAL LIMITED","SMR","Energy","0.3950","0.3950","0.3950","0.0103","10000"
"STARGROUP LIMITED","STL","Technology Hardware & Equipment","0.0190","0.0190","0.0190","0.0000","71630"
"STARPHARMA HOLDINGS LIMITED","SPL","Pharmaceuticals, Biotechnology & Life Sciences","1.2670","1.2700","1.2500","-0.0080","78670"
"STAVELY MINERALS LIMITED","SVY","Materials","0.1350","0.1350","0.1350","-0.0093","20000"
"STEADFAST GROUP LIMITED","SDF","Insurance","2.7900","2.7950","2.7850","-0.0050","308108"
"STEAMSHIPS TRADING COMPANY LIMITED","SST","Capital Goods","21.0000","21.0000","21.0000","0.0000","40"
"STELLAR RESOURCES LIMITED","SRZ","Materials","0.0170","0.0170","0.0170","0.0011","100000"
"STEMCELL UNITED LIMITED","SCU","Pharmaceuticals, Biotechnology & Life Sciences","0.0300","0.0300","0.0230","-0.0019","5686287"
"STERLING PLANTATIONS LIMITED","SBI","Food, Beverage & Tobacco",,"0.0080","0.0080","0.0000","20000"
"STIRFIRE LIMITED","SFS","Class Pend",,"","","",""
"STOCKLAND","SGP","Real Estate","4.2900","4.3000","4.2800","0.0253","818965"
"STOKES LIMITED","SKS","Capital Goods","0.2700","0.2800","0.2700","0.0000","5000"
"STONE RESOURCES AUSTRALIA LIMITED","SHK","Materials",,"","","",""
"STONEWALL RESOURCES LIMITED","SWJ","Materials",,"","","",""
"STORY-I LIMITED","SRY","Retailing","0.0320","0.0320","0.0320","-0.0019","125000"
"STRANDLINE RESOURCES LIMITED","STA","Materials","0.0040","0.0040","0.0040","0.0000","14824"
"STRATA-X ENERGY LIMITED","SXA","Energy",,"0.0280","0.0280","0.0010","18037"
"STRATEGIC ELEMENTS LIMITED","SOR","Diversified Financials","0.0790","0.0870","0.0780","-0.0064","522783"
"STRATEGIC ENERGY RESOURCES LIMITED","SER","Materials","0.0070","0.0070","0.0070","0.0012","71429"
"STRATEGIC MINERALS CORPORATION NL","SMC","Materials","0.2800","0.2800","0.2800","0.0000","8000"
"STREAM GROUP LIMITED","SGO","Software & Services",,"","","",""
"STRIKE ENERGY LIMITED","STX","Energy","0.0750","0.0750","0.0750","0.0000","58089"
"STRIKE RESOURCES LIMITED","SRK","Materials","0.0390","0.0390","0.0390","-0.0010","25257"
"STRUCTURAL MONITORING SYSTEMS PLC","SMN","Technology Hardware & Equipment","1.2950","1.3120","1.2950","-0.0049","16647"
"SUBZERO GROUP LIMITED","SZG","Capital Goods",,"","","",""
"SUCCESS GLOBAL MEDIA LIMITED","SGU","Consumer Services","0.0410","0.0410","0.0410","-0.0010","1000"
"SUDA LTD","SUD","Pharmaceuticals, Biotechnology & Life Sciences","0.0210","0.0210","0.0210","0.0000","10824"
"SUGAR DRAGON LIMITED","SDC","Class Pend",,"","","",""
"SUMATRA COPPER & GOLD PLC","SUM","Materials","0.0150","0.0150","0.0150","0.0023","168167"
"SUMMERSET GROUP HOLDINGS LIMITED","SNZ","Health Care Equipment & Services","4.7000","4.7000","4.7000","-0.0881","1000"
"SUMMIT RESOURCES LIMITED","SMM","Energy","0.1400","0.1400","0.1400","-0.0247","4000"
"SUN RESOURCES NL","SUR","Energy","0.0050","0.0050","0.0050","0.0000","20000"
"SUNBRIDGE GROUP LIMITED","SBB","Retailing","0.0100","0.0100","0.0100","-0.0009","30000"
"SUNCORP GROUP LIMITED","SUN","Insurance","13.0650","13.0800","13.0500","-0.0196","430055"
"SUNCORP-METWAY LIMITED .","SBK","Insurance",,"","","",""
"SUNDANCE ENERGY AUSTRALIA LIMITED","SEA","Energy","0.0570","0.0580","0.0570","-0.0010","405677"
"SUNDANCE RESOURCES LIMITED","SDL","Materials","0.0030","0.0030","0.0030","0.0000","139790"
"SUNLAND GROUP LIMITED","SDG","Real Estate","1.6700","1.6700","1.6700","-0.0149","15"
"SUNVEST CORPORATION LIMITED","SVS","Not Applic",,"0.2700","0.2700","-0.0049","5000"
"SUPER RETAIL GROUP LIMITED","SUL","Retailing","8.0650","8.0700","8.0500","0.0048","96979"
"SUPERIOR RESOURCES LIMITED","SPQ","Materials","0.0060","0.0060","0.0060","-0.0009","62857"
"SUPERLOOP LIMITED","SLC","Telecommunication Services","2.3700","2.3800","2.3600","0.0000","68680"
"SUPPLY NETWORK LIMITED","SNL","Retailing","3.4100","3.4100","3.4100","0.0000","3480"
"SUREFIRE RESOURCES NL","SRN","Materials","0.0010","0.0010","0.0010","0.0000","500000"
"SURFSTITCH GROUP LIMITED","SRF","Retailing",,"","","",""
"SWALA ENERGY LIMITED","SWE","Energy",,"","","",""
"SWICK MINING SERVICES LTD","SWK","Materials","0.2700","0.2700","0.2700","0.0000","2279"
"SWIFT NETWORKS GROUP LIMITED","SW1","Technology Hardware & Equipment","0.3300","0.3300","0.3300","0.0103","8672"
"SYDNEY AIRPORT","SYD","Transportation","7.0950","7.1200","7.0900","0.0099","415863"
"SYNDICATED METALS LIMITED","SMD","Materials","0.0150","0.0150","0.0150","0.0011","33334"
"SYNGAS LIMITED","SYS","Energy","0.0020","0.0020","0.0020","-0.0007","306626"
"SYNLAIT MILK LIMITED","SM1","Food, Beverage & Tobacco",,"","","",""
"SYNTONIC LIMITED","SYT","Software & Services","0.0310","0.0310","0.0300","0.0000","243447"
"SYRAH RESOURCES LIMITED","SYR","Materials","3.4700","3.4800","3.4200","-0.0101","473282"
"TABCORP HOLDINGS LIMITED","TAH","Consumer Services","4.2450","4.2600","4.2400","-0.0102","211635"
"TAG PACIFIC LIMITED","TAG","Diversified Financials",,"0.0500","0.0500","0.0000","30000"
"TALGA RESOURCES LTD","TLG","Materials","0.5700","0.5800","0.5650","-0.0098","24460"
"TALISMAN MINING LIMITED","TLM","Materials","0.2250","0.2250","0.2250","0.0051","3000"
"TALON PETROLEUM LIMITED","TPD","Energy",,"0.0040","0.0040","0.0000","8022"
"TAMASKA OIL AND GAS LTD","TMK","Energy","0.0030","0.0030","0.0030","0.0000","196734"
"TAMAWOOD LIMITED","TWD","Consumer Durables & Apparel","4.0900","4.1000","4.0900","-0.0098","5444"
"TANAMI GOLD NL","TAM","Materials","0.0490","0.0490","0.0490","0.0010","5456"
"TANGA RESOURCES LIMITED","TRL","Materials","0.0120","0.0120","0.0110","-0.0009","682324"
"TAP OIL LIMITED","TAP","Energy","0.0580","0.0580","0.0580","0.0010","33000"
"TARGET ENERGY LIMITED","TEX","Energy","0.0010","0.0010","0.0010","0.0000","250000"
"TARUGA GOLD LIMITED","TAR","Materials","0.0580","0.0580","0.0580","0.0010","24802"
"TASFOODS LIMITED","TFL","Food, Beverage & Tobacco","0.1700","0.1700","0.1700","0.0000","5917"
"TASMAN RESOURCES LTD","TAS","Materials","0.1350","0.1350","0.1350","0.0000","60844"
"TASSAL GROUP LIMITED","TGR","Food, Beverage & Tobacco","3.8400","3.8600","3.8300","0.0050","69016"
"TATTS GROUP LIMITED","TTS","Consumer Services","3.9750","3.9900","3.9700","0.0000","172124"
"TAWANA RESOURCES NL","TAW","Materials","0.2350","0.2370","0.2300","0.0083","218306"
"TBG DIAGNOSTICS LIMITED","TDL","Pharmaceuticals, Biotechnology & Life Sciences","0.1100","0.1100","0.1100","0.0110","12095"
"TECH MPIRE LIMITED","TMP","Media","0.2700","0.2700","0.2700","0.0000","8190"
"TECHNICHE LIMITED.","TCN","Diversified Financials","0.0380","0.0380","0.0380","0.0000","121231"
"TECHNOLOGY METALS AUSTRALIA LIMITED","TMT","Materials","0.1900","0.1900","0.1900","0.0106","50000"
"TECHNOLOGY ONE LIMITED","TNE","Software & Services","5.0400","5.0400","5.0100","0.0202","207240"
"TEGEL GROUP HOLDINGS LIMITED","TGH","Food, Beverage & Tobacco",,"","","",""
"TELSTRA CORPORATION LIMITED.","TLS","Telecommunication Services","3.4850","3.4900","3.4700","0.0049","4194188"
"TEMPLE & WEBSTER GROUP LTD","TPW","Retailing","0.3800","0.3800","0.3800","-0.0097","334"
"TEMPLETON GLOBAL GROWTH FUND LIMITED","TGG","Diversified Financials","1.3150","1.3250","1.3150","0.0000","12955"
"TEMPO AUSTRALIA LTD","TPP","Commercial & Professional Services","0.1800","0.1800","0.1800","0.0000","5882"
"TEN NETWORK HOLDINGS LIMITED","TEN","Media",,"","","",""
"TERANGA GOLD CORPORATION","TGZ","Materials",,"3.5600","3.5300","0.0099","25934"
"TERRACOM LIMITED","TER","Energy","0.0280","0.0280","0.0280","0.0010","837274"
"TERRAIN MINERALS LIMITED","TMX","Materials","0.0080","0.0080","0.0080","-0.0009","2537"
"TERRAMIN AUSTRALIA LIMITED.","TZN","Materials","0.1700","0.1700","0.1700","0.0000","10000"
"TESSERENT LIMITED","TNT","Software & Services","0.0600","0.0600","0.0600","0.0010","140238"
"TEST SECURITY","TES","Class Pend",,"","","",""
"THE A2 MILK COMPANY LIMITED","A2M","Food, Beverage & Tobacco","5.8950","5.9000","5.8500","0.0047","1053635"
"THE CITADEL GROUP LIMITED","CGL","Software & Services","5.5600","5.5600","5.5600","0.0000","410"
"THE FOOD REVOLUTION GROUP LIMITED","FOD","Food, Beverage & Tobacco","0.0560","0.0560","0.0560","0.0010","46000"
"THE GO2 PEOPLE LTD","GO2","Class Pend",,"","","",""
"THE GRUDEN GROUP LTD","GGL","Software & Services","0.0170","0.0170","0.0170","0.0000","89521"
"THE HYDROPONICS COMPANY LIMITED","THC","Pharmaceuticals, Biotechnology & Life Sciences","0.2650","0.2700","0.2650","0.0000","17400"
"THE PAS GROUP LIMITED","PGR","Retailing","0.4700","0.4700","0.4700","-0.0049","9859"
"THE REJECT SHOP LIMITED","TRS","Retailing","4.0400","4.0500","4.0300","0.0000","79564"
"THE STAR ENTERTAINMENT GROUP LIMITED","SGR","Consumer Services","5.2500","5.2500","5.2200","0.0200","263580"
