"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"KIBARAN RESOURCES LIMITED","KNL","Materials","0.1700","0.1700","0.1700","0.0052","82870"
"KIDMAN RESOURCES LIMITED","KDR","Materials","1.0000","1.0200","0.9950","0.0050","4193524"
"KIN MINING NL","KIN","Materials","0.2750","0.2750","0.2750","0.0000","4299"
"KINA PETROLEUM LIMITED","KPL","Energy","0.0880","0.0880","0.0880","0.0000","100000"
"KINA SECURITIES LIMITED","KSL","Diversified Financials","0.8000","0.8450","0.8000","-0.0098","4462"
"KINETIKO ENERGY LTD","KKO","Energy","0.0190","0.0200","0.0190","0.0000","107040"
"KING ISLAND SCHEELITE LIMITED","KIS","Materials","0.0410","0.0410","0.0410","0.0010","5682"
"KING RIVER COPPER LIMITED","KRC","Materials","0.0070","0.0070","0.0070","0.0000","62500"
"KINGFISHER TRUST 2016-1","KIG","Not Applic",,"","","",""
"KINGFORM HEALTH HOMETEXTILE GROUP LIMITED","KFG","Consumer Durables & Apparel",,"","","",""
"KINGSGATE CONSOLIDATED LIMITED.","KCN","Materials","0.2700","0.2750","0.2650","-0.0049","188038"
"KINGSLAND GLOBAL LTD","KLO","Real Estate",,"0.1500","0.1500","-0.0048","20000"
"KINGSROSE MINING LIMITED","KRM","Materials",,"","","",""
"KINGSTON RESOURCES LIMITED","KSN","Materials","0.0150","0.0150","0.0150","-0.0018","200000"
"KIP MCGRATH EDUCATION CENTRES LIMITED","KME","Consumer Services","0.4950","0.4950","0.4900","0.0000","22077"
"KNEOMEDIA LIMITED","KNM","Software & Services","0.0490","0.0490","0.0480","-0.0010","321837"
"KNOSYS LIMITED","KNO","Software & Services","0.0700","0.0700","0.0700","-0.0047","22000"
"KOGAN.COM LTD","KGN","Retailing","4.2500","4.2600","4.2300","0.0200","38087"
"KOGI IRON LIMITED","KFE","Materials","0.0270","0.0270","0.0270","0.0022","113106"
"KOLLAKORN CORPORATION LIMITED","KKL","Technology Hardware & Equipment","0.0590","0.0590","0.0580","0.0043","36431"
"KONEKT LIMITED","KKT","Health Care Equipment & Services","0.4950","0.4950","0.4950","0.0000","4950"
"KOON HOLDINGS LIMITED","KNH","Capital Goods",,"","","",""
"KORAB RESOURCES LIMITED","KOR","Materials","0.0210","0.0220","0.0210","-0.0010","42000"
"KORE POTASH LIMITED","K2P","Materials","0.1450","0.1450","0.1450","0.0000","1052"
"KOREA SOUTH-EAST POWER CO LTD","KOP","Not Applic",,"","","",""
"KORVEST LTD","KOV","Capital Goods","2.2700","2.2700","2.2600","0.0000","10000"
"KRAKATOA RESOURCES LIMITED","KTA","Materials","0.0390","0.0390","0.0390","-0.0052","50000"
"KRESTA HOLDINGS LIMITED","KRS","Consumer Durables & Apparel",,"0.0720","0.0720","0.0000","2000"
"KULA GOLD LIMITED","KGD","Materials","0.0210","0.0210","0.0210","-0.0010","6011"
"KYCKR LIMITED","KYK","Software & Services","0.2000","0.2000","0.2000","0.0000","3073"
"LACHLAN STAR LIMITED","LSA","Materials",,"","","",""
"LACONIA RESOURCES LIMITED","LCR","Materials","0.0250","0.0260","0.0250","0.0000","218146"
"LAKE RESOURCES N.L.","LKE","Materials","0.0740","0.0760","0.0730","0.0000","768304"
"LAKES OIL NL","LKO","Energy","0.0010","0.0010","0.0010","0.0000","1400000"
"LAND & HOMES GROUP LIMITED","LHM","Real Estate","0.0300","0.0300","0.0300","-0.0010","200000"
"LANDMARK WHITE LIMITED","LMW","Real Estate","0.6700","0.6700","0.6700","0.0000","1558"
"LANEWAY RESOURCES LTD","LNY","Materials","0.0030","0.0030","0.0030","0.0000","525000"
"LANKA GRAPHITE LIMITED","LGR","Not Applic","0.0430","0.0430","0.0430","0.0032","10000"
"LANTERN HOTEL GROUP","LTN","Real Estate",,"","","",""
"LARAMIDE RESOURCES LTD","LAM","Energy",,"","","",""
"LASERBOND LIMITED","LBL","Capital Goods","0.1500","0.1500","0.1500","0.0000","11425"
"LATAM AUTOS LIMITED","LAA","Software & Services","0.1000","0.1000","0.1000","0.0000","100000"
"LATIN RESOURCES LIMITED","LRS","Materials","0.0050","0.0050","0.0040","0.0013","36277767"
"LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST","LCN","Not Applic",,"","","",""
"LATITUDE CONSOLIDATED LIMITED","LCD","Materials","0.0130","0.0130","0.0130","-0.0009","14414"
"LATROBE MAGNESIUM LIMITED","LMG","Materials","0.0140","0.0140","0.0140","0.0000","71428"
"LAWSON GOLD LIMITED","LSN","Materials","0.0800","0.0800","0.0800","0.0000","30000"
"LBT INNOVATIONS LIMITED","LBT","Health Care Equipment & Services","0.2900","0.2900","0.2900","0.0051","7286"
"LEAF RESOURCES LTD","LER","Materials","0.0800","0.0800","0.0800","0.0000","13432"
"LEFROY EXPLORATION LIMITED","LEX","Materials","0.1300","0.1300","0.1300","-0.0093","55000"
"LEGACY IRON ORE LIMITED","LCY","Materials","0.0040","0.0040","0.0040","0.0000","497749"
"LEGEND CORPORATION LIMITED","LGD","Capital Goods","0.1900","0.1900","0.1900","-0.0095","49557"
"LEGEND MINING LIMITED","LEG","Materials","0.0100","0.0100","0.0100","0.0000","42575"
"LEIGH CREEK ENERGY LIMITED","LCK","Energy","0.1300","0.1300","0.1300","0.0000","5420"
"LENDLEASE GROUP","LLC","Real Estate","18.2800","18.3000","18.2500","0.0256","326646"
"LEPIDICO LTD","LPD","Materials","0.0110","0.0110","0.0110","0.0000","67500"
"LIFE CORPORATION LTD","LFC","Consumer Services",,"0.0020","0.0020","0.0000","834"
"LIFEHEALTHCARE GROUP LIMITED","LHC","Health Care Equipment & Services","2.2000","2.2000","2.2000","-0.0099","11610"
"LIFESPOT HEALTH LTD","LSH","Health Care Equipment & Services","0.1200","0.1200","0.1200","0.0000","5500"
"LIFESTYLE COMMUNITIES LIMITED","LIC","Real Estate","4.3600","4.3600","4.3200","0.0100","2777"
"LINCOLN MINERALS LIMITED","LML","Materials","0.0410","0.0410","0.0410","0.0010","16085"
"LINDIAN RESOURCES LIMITED","LIN","Materials","0.0190","0.0190","0.0190","0.0000","300000"
"LINDSAY AUSTRALIA LIMITED","LAU","Transportation","0.3750","0.3800","0.3750","0.0000","147137"
"LINIUS TECHNOLOGIES LIMITED","LNU","Materials","0.0490","0.0500","0.0490","0.0010","101000"
"LINK ADMINISTRATION HOLDINGS LIMITED","LNK","Software & Services","7.5750","7.5800","7.5450","0.0152","125651"
"LION ENERGY LIMITED","LIO","Energy","0.0600","0.0600","0.0600","0.0055","140000"
"LION ONE METALS LIMITED","LLO","Materials",,"","","",""
"LION SELECTION GROUP LIMITED.","LSX","Diversified Financials","0.3650","0.3650","0.3650","-0.0097","3345"
"LIONHUB GROUP LIMITED","LHB","Real Estate","0.0680","0.0680","0.0680","-0.0019","10110"
"LIONTOWN RESOURCES LIMITED","LTR","Materials","0.0090","0.0090","0.0090","0.0000","190363"
"LIQUEFIED NATURAL GAS LIMITED","LNG","Energy","0.4600","0.4650","0.4450","-0.0145","1307336"
"LITHIUM AUSTRALIA NL","LIT","Materials","0.1500","0.1600","0.1450","0.0000","1498519"
"LITHIUM CONSOLIDATED MINERAL EXPLORATION LIMITED","LI3","Materials","0.1050","0.1050","0.1050","0.0000","10000"
"LITHIUM POWER INTERNATIONAL LIMITED","LPI","Materials","0.4700","0.4700","0.4650","0.0051","211014"
"LITIGATION CAPITAL MANAGEMENT LIMITED","LCA","Diversified Financials",,"","","",""
"LIVEHIRE LIMITED","LVH","Software & Services","0.8800","0.8800","0.8750","0.0050","22390"
"LIVETILES LIMITED","LVT","Software & Services","0.2350","0.2350","0.2350","-0.0049","8289"
"LIVING CELL TECHNOLOGIES LIMITED","LCT","Pharmaceuticals, Biotechnology & Life Sciences","0.2500","0.2500","0.2450","0.0051","129187"
"LOCALITY PLANNING ENERGY HOLDINGS LIMITED","LPE","Utilities","0.0260","0.0270","0.0260","-0.0010","357611"
"LODESTAR MINERALS LIMITED","LSR","Materials","0.0120","0.0120","0.0120","0.0000","252909"
"LOGICAMMS LIMITED","LCM","Capital Goods","0.2750","0.2750","0.2750","0.0051","847"
"LONDON CITY EQUITIES LIMITED","LCE","Diversified Financials",,"0.3600","0.3600","0.0103","10700"
"LONGFORD RESOURCES LIMITED","LFR","Materials","0.0840","0.0870","0.0840","-0.0010","536399"
"LONGREACH OIL LIMITED","LGO","Energy",,"","","",""
"LOVE GROUP GLOBAL LTD","LVE","Software & Services","0.1650","0.1750","0.1650","-0.0049","50000"
"LOVISA HOLDINGS LIMITED","LOV","Retailing","5.2700","5.2700","5.2100","0.0000","17066"
"LUCAPA DIAMOND COMPANY LIMITED","LOM","Materials","0.2650","0.2670","0.2650","0.0000","88022"
"LUIRI GOLD LIMITED","LGM","Materials",,"","","",""
"LWP TECHNOLOGIES LIMITED","LWP","Energy",,"0.0010","0.0010","0.0000","520000"
"LYCOPODIUM LIMITED","LYL","Capital Goods","4.8000","4.8000","4.8000","0.0000","64"
"LYNAS CORPORATION LIMITED","LYC","Materials","0.2100","0.2150","0.2050","0.0000","9796189"
"MACA LIMITED","MLD","Materials","2.2550","2.2700","2.2400","0.0000","59832"
"MACARTHUR AUSTRALIA LIMITED","MMM","Class Pend",,"","","",""
"MACH7 TECHNOLOGIES LIMITED","M7T","Health Care Equipment & Services","0.1600","0.1600","0.1600","0.0000","5542"
"MACMAHON HOLDINGS LIMITED","MAH","Capital Goods","0.2270","0.2300","0.2270","-0.0030","680645"
"MACPHERSONS RESOURCES LIMITED","MRP","Materials","0.1350","0.1350","0.1350","0.0000","15392"
"MACQUARIE ATLAS ROADS GROUP","MQA","Transportation","5.3700","5.3950","5.3650","0.0199","399505"
"MACQUARIE BANK LIMITED","MBL","Not Applic",,"","","",""
"MACQUARIE GROUP LIMITED","MQG","Diversified Financials","92.9300","93.0100","92.9000","-0.0279","175182"
"MACQUARIE MEDIA LIMITED","MRN","Media","1.1500","1.1500","1.1500","0.0000","3210"
"MACQUARIE TELECOM GROUP LIMITED","MAQ","Telecommunication Services","14.4400","14.4400","14.4400","0.5285","63"
"MAGELLAN FINANCIAL GROUP LIMITED","MFG","Diversified Financials","24.9300","25.0100","24.8000","-0.1296","143703"
"MAGMATIC RESOURCES LIMITED","MAG","Materials","0.1500","0.1500","0.1500","0.0107","19000"
"MAGNETIC RESOURCES NL","MAU","Materials","0.2600","0.2600","0.2600","-0.0049","40000"
"MAGNETITE MINES LIMITED.","MGT","Materials","0.0290","0.0290","0.0290","0.0010","200000"
"MAGNIS RESOURCES LIMITED.","MNS","Materials","0.5600","0.5650","0.5570","0.0000","166048"
"MAGNUM GAS & POWER LIMITED","MPE","Energy","0.0020","0.0020","0.0010","0.0000","7150000"
"MAGNUM MINING AND EXPLORATION LIMITED","MGU","Materials","0.0550","0.0550","0.0550","0.0000","10000"
"MAGONTEC LIMITED","MGL","Materials","0.0390","0.0400","0.0390","-0.0019","40000"
"MAINSTREAMBPO LIMITED","MAI","Diversified Financials","0.4800","0.4800","0.4800","0.0000","12160"
"MAJESTIC HORIZON HOLDINGS LTD","MHH","Class Pend",,"","","",""
"MALACHITE RESOURCES LIMITED","MAR","Materials","0.0060","0.0060","0.0060","0.0000","250000"
"MANAGED ACCOUNTS HOLDINGS LIMITED","MGP","Diversified Financials","0.3100","0.3100","0.3100","0.0000","8735"
"MANALTO LIMITED","MTL","Software & Services",,"0.0100","0.0100","0.0000","100000"
"MANAS RESOURCES LIMITED","MSR","Materials","0.0030","0.0030","0.0030","0.0000","1150000"
"MANDALONG RESOURCES LIMITED","MDD","Materials",,"","","",""
"MANHATTAN CORPORATION LIMITED","MHC","Energy",,"0.0400","0.0400","-0.0044","200000"
"MANTLE MINING CORPORATION LIMITED","MNM","Materials","0.0090","0.0090","0.0090","0.0000","105000"
"MANTRA GROUP LIMITED","MTR","Consumer Services","3.2300","3.2300","3.2150","0.0052","211761"
"MANUKA RESOURCES LTD","MKR","Class Pend",,"","","",""
"MARENICA ENERGY LTD","MEY","Energy","0.1100","0.1100","0.1000","0.0000","173937"
"MARETERRAM LIMITED","MTM","Capital Goods","0.3000","0.3000","0.3000","0.0104","8000"
"MARINDI METALS LIMITED","MZN","Materials","0.0100","0.0100","0.0100","0.0000","945454"
"MARINER CORPORATION LIMITED","MCX","Diversified Financials",,"0.0670","0.0670","0.0010","4000"
"MARMOTA LIMITED","MEU","Energy","0.0150","0.0150","0.0150","0.0000","2705"
"MARQUEE RESOURCES LIMITED","MQR","Materials","0.1550","0.1550","0.1550","0.0000","11500"
"MARTIN AIRCRAFT COMPANY LIMITED","MJP","Capital Goods","0.0640","0.0650","0.0640","0.0000","101952"
"MASTERMYNE GROUP LIMITED","MYE","Materials","0.7100","0.7100","0.7050","0.0000","1302"
"MATADOR MINING LIMITED","MZZ","Materials","0.2300","0.2300","0.2300","0.0000","486"
"MATRIX COMPOSITES & ENGINEERING LIMITED","MCE","Energy","0.4800","0.4800","0.4800","-0.0049","10339"
"MATSA RESOURCES LIMITED","MAT","Materials","0.2200","0.2200","0.2200","0.0000","8789"
"MAXIMUS RESOURCES LIMITED","MXR","Materials","0.0010","0.0010","0.0010","0.0000","1500000"
"MAXITRANS INDUSTRIES LIMITED","MXI","Capital Goods","0.7000","0.7000","0.7000","-0.0050","6500"
"MAXSEC GROUP LIMITED","MSP","Technology Hardware & Equipment",,"","","",""
"MAYFIELD CHILDCARE LIMITED","MFD","Consumer Services","0.9500","0.9500","0.9500","-0.0291","12404"
"MAYNE PHARMA GROUP LIMITED","MYX","Pharmaceuticals, Biotechnology & Life Sciences","0.6500","0.6550","0.6500","0.0000","232804"
"MAYUR RESOURCES LIMITED","MRL","Class Pend",,"","","",""
"MCALEESE LIMITED","MCS","Transportation",,"","","",""
"MCGRATH LIMITED","MEA","Real Estate","0.6100","0.6100","0.6000","0.0000","25530"
"MCMILLAN SHAKESPEARE LIMITED","MMS","Commercial & Professional Services","14.6600","14.7200","14.6400","0.0498","30327"
"MCPHERSON'S LIMITED","MCP","Consumer Durables & Apparel","1.4700","1.4700","1.4100","0.0100","13957"
"MCS SERVICES LIMITED","MSG","Commercial & Professional Services","0.0270","0.0270","0.0270","0.0000","9470"
"MEC RESOURCES LIMITED","MMR","Energy","0.0260","0.0260","0.0260","0.0000","65875"
"MEDADVISOR LIMITED","MDR","Health Care Equipment & Services","0.0360","0.0360","0.0360","-0.0010","15000"
"MEDALLION TRUST SERIES 2013-2","MBJ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-1","MDZ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-1P","MPZ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-2","MZB","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2015-1","MZA","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2015-2","MZC","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2016-1","MZF","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2016-2","MZT","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2017-1","MZ1","Not Applic",,"","","",""
"MEDIBANK PRIVATE LIMITED","MPL","Insurance","2.9650","2.9700","2.9500","0.0000","1558304"
"MEDIBIO LIMITED","MEB","Pharmaceuticals, Biotechnology & Life Sciences","0.3850","0.4000","0.3850","-0.0097","34920"
"MEDICAL AUSTRALIA LIMITED","MLA","Health Care Equipment & Services","0.0830","0.0830","0.0830","0.0000","100000"
"MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","MVP","Pharmaceuticals, Biotechnology & Life Sciences","5.4000","5.4000","5.3600","0.0000","23049"
"MEDIGARD LIMITED","MGZ","Health Care Equipment & Services","0.0140","0.0140","0.0140","-0.0009","21392"
"MEDLAB CLINICAL LIMITED","MDC","Pharmaceuticals, Biotechnology & Life Sciences","0.6950","0.6950","0.6950","0.0206","5000"
"MEDUSA MINING LIMITED","MML","Materials","0.3000","0.3000","0.3000","0.0104","1576"
"MEGAPORT LIMITED","MP1","Software & Services","2.0300","2.0400","2.0300","0.0102","704"
"MEJORITY CAPITAL LIMITED","MJC","Diversified Financials","0.0130","0.0130","0.0130","-0.0024","37000"
"MELBANA ENERGY LIMITED","MAY","Energy",,"","","",""
"MELBOURNE IT LIMITED","MLB","Software & Services","2.9250","2.9400","2.9250","-0.0149","3102"
"MEMPHASYS LIMITED.","MEM","Pharmaceuticals, Biotechnology & Life Sciences","0.0020","0.0020","0.0020","-0.0007","10200"
"MERCANTILE INVESTMENT COMPANY LTD","MVT","Diversified Financials","0.1550","0.1550","0.1550","0.0000","8848"
"MERCHANT HOUSE INTERNATIONAL LIMITED","MHI","Consumer Durables & Apparel","0.1900","0.1900","0.1900","0.0051","39500"
"MERCURY NZ LIMITED","MCY","Utilities",,"","","",""
"MERIDIAN ENERGY LIMITED","MEZ","Utilities",,"","","",""
"MERLIN DIAMONDS LIMITED","MED","Materials","0.0060","0.0060","0.0060","0.0000","1292767"
"MESA MINERALS LIMITED","MAS","Materials",,"","","",""
"MESOBLAST LIMITED","MSB","Pharmaceuticals, Biotechnology & Life Sciences","1.5800","1.6050","1.5650","-0.0670","441928"
"METAL BANK LIMITED","MBK","Materials","0.0240","0.0240","0.0240","0.0000","295000"
"METALICITY LIMITED","MCT","Materials","0.0520","0.0530","0.0480","0.0021","2642569"
"METALLICA MINERALS LIMITED","MLM","Materials","0.0560","0.0560","0.0560","-0.0010","150000"
"METALLUM LIMITED","MNE","Materials","0.0310","0.0310","0.0310","-0.0010","49959"
"METALS AUSTRALIA LTD","MLS","Materials","0.0040","0.0040","0.0040","-0.0008","1000000"
"METALS X LIMITED","MLX","Materials","0.8120","0.8200","0.8070","-0.0050","182462"
"METALSTECH LIMITED","MTC","Materials","0.1150","0.1150","0.1150","-0.0048","35657"
"METCASH LIMITED","MTS","Food & Staples Retailing","2.4800","2.4800","2.4700","0.0099","370127"
"METEORIC RESOURCES NL","MEI","Materials","0.0620","0.0620","0.0600","-0.0019","1425659"
"METGASCO LIMITED","MEL","Energy","0.0500","0.0500","0.0500","0.0010","37000"
"METLIFECARE LIMITED","MEQ","Health Care Equipment & Services",,"","","",""
"METMINCO LIMITED","MNC","Materials","0.0460","0.0460","0.0450","0.0010","120411"
"METRO MINING LIMITED","MMI","Energy","0.1900","0.1900","0.1900","0.0051","65338"
"METRO PERFORMANCE GLASS LIMITED","MPP","Materials",,"","","",""
"MFF CAPITAL INVESTMENTS LIMITED","MFF","Diversified Financials","1.9750","1.9850","1.9650","0.0049","14171"
"MG UNIT TRUST","MGC","Food, Beverage & Tobacco","0.8600","0.8650","0.8500","0.0000","43673"
"MGC PHARMACEUTICALS LTD","MXC","Pharmaceuticals, Biotechnology & Life Sciences","0.0420","0.0420","0.0420","0.0000","1257101"
"MGM WIRELESS LIMITED","MWR","Software & Services","0.4300","0.4300","0.4300","0.0210","700"
"MHM METALS LIMITED","MHM","Materials",,"","","",""
"MICHAEL HILL INTERNATIONAL LIMITED","MHJ","Consumer Durables & Apparel",,"","","",""
"MICRO-X LIMITED","MX1","Health Care Equipment & Services","0.4250","0.4250","0.4200","0.0051","3600"
"MIDDLE ISLAND RESOURCES LIMITED","MDI","Materials","0.0210","0.0210","0.0210","0.0000","118954"
"MIDWAY LIMITED","MWY","Materials","2.2500","2.2500","2.2500","0.0000","1227"
"MIGME LIMITED","MIG","Software & Services",,"","","",""
"MILLENNIUM MINERALS LIMITED","MOY","Materials","0.1500","0.1500","0.1450","0.0052","95938"
"MILLENNIUM SERVICES GROUP LIMITED","MIL","Commercial & Professional Services","1.6400","1.6400","1.6400","-0.0049","3550"
"MILLINIUM'S ALTERNATIVES FUND.","MAX","Not Applic",,"","","",""
"MILTON CORPORATION LIMITED","MLT","Diversified Financials","4.5300","4.5400","4.5200","-0.0199","32376"
"MINBOS RESOURCES LIMITED","MNB","Materials","0.0050","0.0050","0.0050","0.0000","200000"
"MINCOR RESOURCES NL","MCR","Materials","0.2700","0.2700","0.2700","0.0104","39646"
"MINDAX LIMITED","MDX","Materials",,"0.0060","0.0060","0.0000","1707"
"MINERAL COMMODITIES LTD","MRC","Materials","0.1200","0.1200","0.1200","0.0000","21321"
"MINERAL DEPOSITS LIMITED","MDL","Materials","0.8000","0.8000","0.7970","0.0000","27562"
"MINERAL RESOURCES LIMITED","MIN","Materials","17.7200","17.7800","17.7000","-0.0496","176234"
"MINOTAUR EXPLORATION LTD","MEP","Materials","0.0570","0.0570","0.0570","0.0000","43769"
"MINREX RESOURCES LIMITED","MRR","Materials","0.0550","0.0550","0.0550","0.0055","50000"
"MINT PAYMENTS LIMITED","MNW","Software & Services","0.0450","0.0450","0.0440","-0.0019","165949"
"MINTAILS LIMITED","MLI","Materials",,"","","",""
"MIRRABOOKA INVESTMENTS LIMITED","MIR","Diversified Financials","2.7500","2.7500","2.7000","0.0000","24090"
"MIRVAC GROUP","MGR","Real Estate","2.2750","2.2800","2.2700","-0.0050","654616"
"MISSION NEWENERGY LIMITED","MBT","Energy",,"","","",""
"MITCHELL SERVICES LIMITED","MSV","Capital Goods","0.0410","0.0410","0.0410","0.0000","254000"
"MITHRIL RESOURCES LIMITED","MTH","Materials","0.0030","0.0030","0.0030","0.0000","2300000"
"MITULA GROUP LIMITED","MUA","Software & Services","0.6300","0.6300","0.6250","0.0000","17815"
"MMA OFFSHORE LIMITED","MRM","Transportation","0.1800","0.1800","0.1700","0.0051","34617"
"MMG LIMITED","MMG","Materials",,"","","",""
"MMJ PHYTOTECH LIMITED","MMJ","Pharmaceuticals, Biotechnology & Life Sciences","0.3800","0.3800","0.3750","0.0000","116729"
"MNC MEDIA INVESTMENT LTD","MIH","Telecommunication Services",,"","","",""
"MNF GROUP LIMITED","MNF","Telecommunication Services","5.4500","5.4700","5.4400","0.0000","4782"
"MOBECOM LIMITED","MBM","Materials",,"","","",""
"MOBILARM LIMITED","MBO","Technology Hardware & Equipment",,"","","",""
"MOBILE EMBRACE LIMITED","MBE","Software & Services","0.0530","0.0540","0.0520","-0.0010","105095"
"MOBILICOM LIMITED","MOB","Technology Hardware & Equipment","0.1300","0.1300","0.1300","0.0108","30000"
"MOD RESOURCES LIMITED","MOD","Materials","0.0580","0.0590","0.0580","0.0000","1043088"
"MOELIS AUSTRALIA LIMITED","MOE","Diversified Financials","5.4000","5.4400","5.3800","-0.0297","1565"
"MOKO SOCIAL MEDIA LIMITED","MKB","Software & Services",,"","","",""
"MOLOPO ENERGY LIMITED","MPO","Energy",,"0.1400","0.1400","0.0000","4100"
"MONADELPHOUS GROUP LIMITED","MND","Capital Goods","15.8850","15.9100","15.8700","-0.0143","50139"
"MONASH ABSOLUTE INVESTMENT COMPANY LIMITED","MA1","Not Applic","0.8200","0.8200","0.8150","-0.0098","25000"
"MONASH IVF GROUP LIMITED","MVF","Pharmaceuticals, Biotechnology & Life Sciences","1.5070","1.5100","1.5000","0.0020","189949"
"MONAX MINING LIMITED","MOX","Materials","0.0060","0.0060","0.0060","0.0000","1165000"
"MONEY3 CORPORATION LIMITED","MNY","Diversified Financials","1.5350","1.5400","1.5200","0.0101","54955"
"MONTEZUMA MINING COMPANY LTD","MZM","Materials","0.1800","0.1800","0.1800","0.0000","8310"
"MORETON RESOURCES LTD","MRV","Energy","0.0130","0.0140","0.0130","0.0000","2274218"
"MORPHIC ETHICAL EQUITIES FUND LIMITED","MEC","Diversified Financials",,"","","",""
"MORTGAGE CHOICE LIMITED","MOC","Banks","2.2400","2.2700","2.2300","-0.0099","9645"
"MOTOPIA LIMITED","MOT","Software & Services","0.0440","0.0440","0.0440","0.0044","50000"
"MOTORCYCLE HOLDINGS LIMITED","MTO","Retailing","4.5200","4.6000","4.5200","0.0099","4058"
"MOUNT BURGESS MINING NL","MTB","Materials","0.0110","0.0110","0.0110","0.0011","400000"
"MOUNT GIBSON IRON LIMITED","MGX","Materials","0.3900","0.3970","0.3900","-0.0050","130909"
"MOUNT RIDLEY MINES LIMITED","MRD","Materials","0.0100","0.0100","0.0100","0.0000","770638"
"MRG METALS LIMITED","MRQ","Materials","0.0060","0.0060","0.0060","0.0000","138050"
"MSL SOLUTIONS LIMITED","MPW","Software & Services","0.2550","0.2550","0.2550","-0.0049","20000"
"MSM CORPORATION INTERNATIONAL LTD","MSM","Software & Services","0.2800","0.2900","0.2750","0.0104","340256"
"MULTIPLEX SITES TRUST","MXU","Real Estate",,"","","",""
"MULTISTACK INTERNATIONAL LIMITED","MSI","Capital Goods",,"0.0080","0.0080","0.0000","698"
"MURCHISON HOLDINGS LIMITED","MCH","Diversified Financials",,"","","",""
"MURRAY COD AUSTRALIA LIMITED","MCA","Food, Beverage & Tobacco","0.0650","0.0650","0.0650","0.0000","10000"
"MURRAY RIVER ORGANICS GROUP LIMITED","MRG","Food, Beverage & Tobacco","0.3900","0.3900","0.3850","0.0000","7762"
"MUSGRAVE MINERALS LIMITED","MGV","Materials","0.0700","0.0700","0.0700","0.0000","26600"
"MUSTANG RESOURCES LIMITED","MUS","Materials","0.0980","0.1020","0.0970","0.0020","6138951"
"MUSTERA PROPERTY GROUP LIMITED","MPX","Real Estate",,"0.2850","0.2850","0.0051","5000"
"MYER HOLDINGS LIMITED","MYR","Retailing","0.7450","0.7470","0.7420","0.0030","332428"
"MYFIZIQ LIMITED","MYQ","Software & Services","0.0540","0.0540","0.0540","-0.0010","200000"
"MYOB GROUP LIMITED","MYO","Software & Services","3.3900","3.3900","3.3800","0.0102","125778"
"MYSTATE LIMITED","MYS","Banks","4.6800","4.7800","4.6400","0.0051","6820"
"MZI RESOURCES LTD","MZI","Materials","0.1100","0.1100","0.1100","0.0000","2500"
"N1 HOLDINGS LIMITED","N1H","Banks","0.1500","0.1500","0.1500","-0.0049","20000"
"NAGAMBIE RESOURCES LIMITED","NAG","Materials","0.0380","0.0380","0.0380","0.0000","43992"
"NAMOI COTTON CO-OPERATIVE LIMITED","NAM","Commercial & Professional Services","0.4450","0.4450","0.4450","-0.0098","3000"
"NANOSONICS LIMITED","NAN","Health Care Equipment & Services","2.6850","2.6850","2.6600","0.0150","56674"
"NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED","NAC","Not Applic","1.0200","1.0200","1.0200","0.0000","11392"
"NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","NCC","Not Applic","1.4550","1.4550","1.4550","0.0000","2061"
"NATIONAL AUSTRALIA BANK LIMITED","NAB","Banks","31.3350","31.3600","31.3000","0.0407","460125"
"NATIONAL RMBS TRUST 2011-1 SERIES 2011-1","NAF","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2011-2 SERIES 2011-2","NAO","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2012-2 SERIES 2012-2","NAH","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2015-1 SERIES 2015-1","NAJ","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2016-1","NRM","Not Applic",,"","","",""
"NATIONAL STORAGE REIT","NSR","Real Estate","1.5050","1.5050","1.5000","0.0000","67586"
"NATIONAL VETERINARY CARE LTD","NVL","Health Care Equipment & Services","2.6600","2.6800","2.6500","-0.0098","15872"
"NAVARRE MINERALS LIMITED","NML","Materials","0.0470","0.0470","0.0470","0.0000","71300"
"NAVIGATOR RESOURCES LIMITED","NAV","Materials",,"","","",""
"NAVITAS LIMITED","NVT","Consumer Services","4.4700","4.4900","4.4700","-0.0049","32053"
"NEARMAP LTD","NEA","Software & Services","0.6100","0.6120","0.6070","-0.0020","17568"
"NELSON RESOURCES LIMITED","NES","Class Pend",,"","","",""
"NEMEX RESOURCES LIMITED","NXR","Materials",,"","","",""
"NEOMETALS LTD","NMT","Materials","0.3350","0.3350","0.3300","0.0000","220720"
"NEPTUNE MARINE SERVICES LIMITED","NMS","Energy",,"0.9000","0.9000","0.0419","100"
